Date,team1,team2,team1_odds,team2_odds
17 Jun 2022  - Play Offs,Boston Celtics,Golden State Warriors,1.59,2.44
14 Jun 2022  - Play Offs,Golden State Warriors,Boston Celtics,1.60,2.43
11 Jun 2022  - Play Offs,Boston Celtics,Golden State Warriors,1.61,2.40
09 Jun 2022  - Play Offs,Boston Celtics,Golden State Warriors,1.67,2.28
06 Jun 2022  - Play Offs,Golden State Warriors,Boston Celtics,1.50,2.70
03 Jun 2022  - Play Offs,Golden State Warriors,Boston Celtics,1.60,2.43
30 May 2022  - Play Offs,Miami Heat,Boston Celtics,2.29,1.66
28 May 2022  - Play Offs,Boston Celtics,Miami Heat,1.25,4.14
27 May 2022  - Play Offs,Golden State Warriors,Dallas Mavericks,1.36,3.29
26 May 2022  - Play Offs,Miami Heat,Boston Celtics,2.39,1.61
25 May 2022  - Play Offs,Dallas Mavericks,Golden State Warriors,1.81,2.06
24 May 2022  - Play Offs,Boston Celtics,Miami Heat,1.38,3.20
23 May 2022  - Play Offs,Dallas Mavericks,Golden State Warriors,1.66,2.30
22 May 2022  - Play Offs,Boston Celtics,Miami Heat,1.44,2.92
21 May 2022  - Play Offs,Golden State Warriors,Dallas Mavericks,1.40,3.09
20 May 2022  - Play Offs,Miami Heat,Boston Celtics,1.86,1.99
19 May 2022  - Play Offs,Golden State Warriors,Dallas Mavericks,1.45,2.88
18 May 2022  - Play Offs,Miami Heat,Boston Celtics,1.51,2.66
16 May 2022  - Play Offs,Phoenix Suns,Dallas Mavericks,1.37,3.24
16 May 2022  - Play Offs,Boston Celtics,Milwaukee Bucks,1.48,2.75
14 May 2022  - Play Offs,Golden State Warriors,Memphis Grizzlies,1.29,3.83
14 May 2022  - Play Offs,Milwaukee Bucks,Boston Celtics,1.84,2.01
13 May 2022  - Play Offs,Dallas Mavericks,Phoenix Suns,2.16,1.73
13 May 2022  - Play Offs,Philadelphia 76ers,Miami Heat,1.74,2.17
12 May 2022  - Play Offs,Memphis Grizzlies,Golden State Warriors,2.53,1.56
12 May 2022  - Play Offs,Boston Celtics,Milwaukee Bucks,1.52,2.64
11 May 2022  - Play Offs,Phoenix Suns,Dallas Mavericks,1.34,3.42
11 May 2022  - Play Offs,Miami Heat,Philadelphia 76ers,1.66,2.29
10 May 2022  - Play Offs,Golden State Warriors,Memphis Grizzlies,1.19,5.04
10 May 2022  - Play Offs,Milwaukee Bucks,Boston Celtics,1.81,2.06
09 May 2022  - Play Offs,Philadelphia 76ers,Miami Heat,1.75,2.14
09 May 2022  - Play Offs,Dallas Mavericks,Phoenix Suns,2.26,1.68
08 May 2022  - Play Offs,Golden State Warriors,Memphis Grizzlies,1.35,3.39
08 May 2022  - Play Offs,Milwaukee Bucks,Boston Celtics,1.74,2.18
07 May 2022  - Play Offs,Dallas Mavericks,Phoenix Suns,1.88,1.97
07 May 2022  - Play Offs,Philadelphia 76ers,Miami Heat,1.90,1.96
05 May 2022  - Play Offs,Phoenix Suns,Dallas Mavericks,1.40,3.12
05 May 2022  - Play Offs,Miami Heat,Philadelphia 76ers,1.28,3.92
04 May 2022  - Play Offs,Memphis Grizzlies,Golden State Warriors,2.06,1.81
04 May 2022  - Play Offs,Boston Celtics,Milwaukee Bucks,1.57,2.49
03 May 2022  - Play Offs,Phoenix Suns,Dallas Mavericks,1.41,3.05
03 May 2022  - Play Offs,Miami Heat,Philadelphia 76ers,1.29,3.75
02 May 2022  - Play Offs,Memphis Grizzlies,Golden State Warriors,2.18,1.72
02 May 2022  - Play Offs,Boston Celtics,Milwaukee Bucks,1.53,2.62
30 Apr 2022  - Play Offs,Minnesota Timberwolves,Memphis Grizzlies,2.05,1.82
29 Apr 2022  - Play Offs,Utah Jazz,Dallas Mavericks,1.98,1.87
29 Apr 2022  - Play Offs,New Orleans Pelicans,Phoenix Suns,2.33,1.65
29 Apr 2022  - Play Offs,Toronto Raptors,Philadelphia 76ers,1.94,1.90
28 Apr 2022  - Play Offs,Golden State Warriors,Denver Nuggets,1.24,4.29
28 Apr 2022  - Play Offs,Milwaukee Bucks,Chicago Bulls,1.11,7.21
27 Apr 2022  - Play Offs,Phoenix Suns,New Orleans Pelicans,1.39,3.17
27 Apr 2022  - Play Offs,Memphis Grizzlies,Minnesota Timberwolves,1.38,3.18
27 Apr 2022  - Play Offs,Miami Heat,Atlanta Hawks,1.53,2.61
26 Apr 2022  - Play Offs,Dallas Mavericks,Utah Jazz,1.66,2.29
26 Apr 2022  - Play Offs,Philadelphia 76ers,Toronto Raptors,1.28,3.94
26 Apr 2022  - Play Offs,Brooklyn Nets,Boston Celtics,1.83,2.03
25 Apr 2022  - Play Offs,New Orleans Pelicans,Phoenix Suns,2.15,1.75
25 Apr 2022  - Play Offs,Atlanta Hawks,Miami Heat,2.01,1.84
25 Apr 2022  - Play Offs,Denver Nuggets,Golden State Warriors,2.65,1.51
25 Apr 2022  - Play Offs,Chicago Bulls,Milwaukee Bucks,2.59,1.54
24 Apr 2022  - Play Offs,Minnesota Timberwolves,Memphis Grizzlies,2.15,1.74
24 Apr 2022  - Play Offs,Brooklyn Nets,Boston Celtics,1.59,2.46
24 Apr 2022  - Play Offs,Utah Jazz,Dallas Mavericks,1.43,2.94
24 Apr 2022  - Play Offs,Toronto Raptors,Philadelphia 76ers,2.22,1.71
23 Apr 2022  - Play Offs,New Orleans Pelicans,Phoenix Suns,2.18,1.73
23 Apr 2022  - Play Offs,Chicago Bulls,Milwaukee Bucks,2.25,1.69
23 Apr 2022  - Play Offs,Atlanta Hawks,Miami Heat,2.07,1.81
22 Apr 2022  - Play Offs,Denver Nuggets,Golden State Warriors,2.16,1.74
22 Apr 2022  - Play Offs,Utah Jazz,Dallas Mavericks,1.25,4.17
22 Apr 2022  - Play Offs,Minnesota Timberwolves,Memphis Grizzlies,2.16,1.73
21 Apr 2022  - Play Offs,Milwaukee Bucks,Chicago Bulls,1.20,4.87
21 Apr 2022  - Play Offs,Toronto Raptors,Philadelphia 76ers,2.09,1.78
21 Apr 2022  - Play Offs,Boston Celtics,Brooklyn Nets,1.64,2.33
20 Apr 2022  - Play Offs,Phoenix Suns,New Orleans Pelicans,1.19,4.97
20 Apr 2022  - Play Offs,Memphis Grizzlies,Minnesota Timberwolves,1.33,3.48
20 Apr 2022  - Play Offs,Miami Heat,Atlanta Hawks,1.30,3.67
19 Apr 2022  - Play Offs,Golden State Warriors,Denver Nuggets,1.33,3.48
19 Apr 2022  - Play Offs,Dallas Mavericks,Utah Jazz,2.77,1.48
19 Apr 2022  - Play Offs,Philadelphia 76ers,Toronto Raptors,1.33,3.49
18 Apr 2022  - Play Offs,Phoenix Suns,New Orleans Pelicans,1.20,4.98
18 Apr 2022  - Play Offs,Milwaukee Bucks,Chicago Bulls,1.18,5.26
18 Apr 2022  - Play Offs,Boston Celtics,Brooklyn Nets,1.56,2.54
18 Apr 2022  - Play Offs,Miami Heat,Atlanta Hawks,1.36,3.31
17 Apr 2022  - Play Offs,Golden State Warriors,Denver Nuggets,1.39,3.13
17 Apr 2022  - Play Offs,Philadelphia 76ers,Toronto Raptors,1.53,2.62
17 Apr 2022  - Play Offs,Memphis Grizzlies,Minnesota Timberwolves,1.39,3.12
17 Apr 2022  - Play Offs,Dallas Mavericks,Utah Jazz,2.87,1.45
16 Apr 2022  - Promotion - Play Offs,Los Angeles Clippers,New Orleans Pelicans,2.04,1.82
16 Apr 2022  - Promotion - Play Offs,Cleveland Cavaliers,Atlanta Hawks,2.12,1.76
14 Apr 2022  - Promotion - Play Offs,New Orleans Pelicans,San Antonio Spurs,1.47,2.75
14 Apr 2022  - Promotion - Play Offs,Atlanta Hawks,Charlotte Hornets,1.46,2.80
13 Apr 2022  - Promotion - Play Offs,Minnesota Timberwolves,Los Angeles Clippers,1.65,2.31
13 Apr 2022  - Promotion - Play Offs,Brooklyn Nets,Cleveland Cavaliers,1.21,4.66
11 Apr 2022 ,Dallas Mavericks,San Antonio Spurs,1.18,5.21
11 Apr 2022 ,Denver Nuggets,Los Angeles Lakers,1.42,3.01
11 Apr 2022 ,Los Angeles Clippers,Oklahoma City Thunder,1.14,6.19
11 Apr 2022 ,New Orleans Pelicans,Golden State Warriors,3.19,1.37
11 Apr 2022 ,Phoenix Suns,Sacramento Kings,1.19,5.04
11 Apr 2022 ,Portland Trail Blazers,Utah Jazz,10.68,1.06
11 Apr 2022 ,Minnesota Timberwolves,Chicago Bulls,1.33,3.46
11 Apr 2022 ,Memphis Grizzlies,Boston Celtics,4.11,1.26
11 Apr 2022 ,New York Knicks,Toronto Raptors,1.96,1.88
11 Apr 2022 ,Orlando Magic,Miami Heat,3.38,1.34
11 Apr 2022 ,Philadelphia 76ers,Detroit Pistons,1.37,3.20
11 Apr 2022 ,Brooklyn Nets,Indiana Pacers,1.05,11.43
11 Apr 2022 ,Charlotte Hornets,Washington Wizards,1.12,6.97
11 Apr 2022 ,Cleveland Cavaliers,Milwaukee Bucks,1.26,4.14
11 Apr 2022 ,Houston Rockets,Atlanta Hawks,6.25,1.14
10 Apr 2022 ,Los Angeles Clippers,Sacramento Kings,1.13,6.57
10 Apr 2022 ,San Antonio Spurs,Golden State Warriors,3.36,1.35
10 Apr 2022 ,Memphis Grizzlies,New Orleans Pelicans,1.32,3.57
10 Apr 2022 ,Philadelphia 76ers,Indiana Pacers,1.08,8.66
09 Apr 2022 ,Los Angeles Lakers,Oklahoma City Thunder,1.42,2.97
09 Apr 2022 ,Utah Jazz,Phoenix Suns,1.67,2.29
09 Apr 2022 ,Dallas Mavericks,Portland Trail Blazers,1.02,15.78
09 Apr 2022 ,Chicago Bulls,Charlotte Hornets,1.72,2.18
09 Apr 2022 ,Miami Heat,Atlanta Hawks,1.83,2.03
09 Apr 2022 ,Brooklyn Nets,Cleveland Cavaliers,1.28,3.91
09 Apr 2022 ,Toronto Raptors,Houston Rockets,1.13,6.47
09 Apr 2022 ,Detroit Pistons,Milwaukee Bucks,4.93,1.20
09 Apr 2022 ,Washington Wizards,New York Knicks,2.35,1.63
08 Apr 2022 ,Golden State Warriors,Los Angeles Lakers,1.08,8.60
08 Apr 2022 ,Denver Nuggets,Memphis Grizzlies,1.57,2.51
08 Apr 2022 ,Minnesota Timberwolves,San Antonio Spurs,1.35,3.35
08 Apr 2022 ,New Orleans Pelicans,Portland Trail Blazers,1.05,11.41
08 Apr 2022 ,Milwaukee Bucks,Boston Celtics,1.27,3.93
08 Apr 2022 ,Toronto Raptors,Philadelphia 76ers,2.32,1.64
08 Apr 2022 ,Charlotte Hornets,Orlando Magic,1.08,8.60
07 Apr 2022 ,Los Angeles Clippers,Phoenix Suns,1.33,3.44
07 Apr 2022 ,Utah Jazz,Oklahoma City Thunder,1.08,9.10
07 Apr 2022 ,Atlanta Hawks,Washington Wizards,1.19,5.14
07 Apr 2022 ,Chicago Bulls,Boston Celtics,3.55,1.32
07 Apr 2022 ,New York Knicks,Brooklyn Nets,3.30,1.36
07 Apr 2022 ,Detroit Pistons,Dallas Mavericks,4.21,1.25
06 Apr 2022 ,Phoenix Suns,Los Angeles Lakers,1.12,6.87
06 Apr 2022 ,Sacramento Kings,New Orleans Pelicans,3.64,1.31
06 Apr 2022 ,Denver Nuggets,San Antonio Spurs,1.26,4.09
06 Apr 2022 ,Utah Jazz,Memphis Grizzlies,1.41,3.03
06 Apr 2022 ,Chicago Bulls,Milwaukee Bucks,3.19,1.38
06 Apr 2022 ,Minnesota Timberwolves,Washington Wizards,1.14,6.27
06 Apr 2022 ,Oklahoma City Thunder,Portland Trail Blazers,1.62,2.38
06 Apr 2022 ,Brooklyn Nets,Houston Rockets,1.05,11.57
06 Apr 2022 ,Miami Heat,Charlotte Hornets,1.54,2.58
06 Apr 2022 ,Toronto Raptors,Atlanta Hawks,1.55,2.54
06 Apr 2022 ,Indiana Pacers,Philadelphia 76ers,5.88,1.15
06 Apr 2022 ,Orlando Magic,Cleveland Cavaliers,3.75,1.29
04 Apr 2022 ,Los Angeles Clippers,New Orleans Pelicans,1.77,2.10
04 Apr 2022 ,Sacramento Kings,Golden State Warriors,2.61,1.53
04 Apr 2022 ,Houston Rockets,Minnesota Timberwolves,7.65,1.10
04 Apr 2022 ,Oklahoma City Thunder,Phoenix Suns,9.13,1.07
04 Apr 2022 ,San Antonio Spurs,Portland Trail Blazers,1.09,8.21
04 Apr 2022 ,Toronto Raptors,Miami Heat,1.51,2.64
04 Apr 2022 ,Cleveland Cavaliers,Philadelphia 76ers,2.76,1.48
04 Apr 2022 ,Orlando Magic,New York Knicks,2.75,1.48
04 Apr 2022 ,Indiana Pacers,Detroit Pistons,1.53,2.60
04 Apr 2022 ,Los Angeles Lakers,Denver Nuggets,2.84,1.44
04 Apr 2022 ,Boston Celtics,Washington Wizards,1.10,7.76
04 Apr 2022 ,Milwaukee Bucks,Dallas Mavericks,1.38,3.21
03 Apr 2022 ,Golden State Warriors,Utah Jazz,2.18,1.73
03 Apr 2022 ,Chicago Bulls,Miami Heat,2.21,1.71
03 Apr 2022 ,Atlanta Hawks,Brooklyn Nets,2.10,1.78
03 Apr 2022 ,New York Knicks,Cleveland Cavaliers,1.80,2.07
03 Apr 2022 ,Philadelphia 76ers,Charlotte Hornets,1.45,2.86
02 Apr 2022 ,Los Angeles Lakers,New Orleans Pelicans,1.77,2.11
02 Apr 2022 ,Denver Nuggets,Minnesota Timberwolves,1.67,2.30
02 Apr 2022 ,San Antonio Spurs,Portland Trail Blazers,1.09,8.28
02 Apr 2022 ,Houston Rockets,Sacramento Kings,2.30,1.66
02 Apr 2022 ,Memphis Grizzlies,Phoenix Suns,3.62,1.32
02 Apr 2022 ,Milwaukee Bucks,Los Angeles Clippers,1.63,2.36
02 Apr 2022 ,Oklahoma City Thunder,Detroit Pistons,2.54,1.56
02 Apr 2022 ,Boston Celtics,Indiana Pacers,1.06,9.89
02 Apr 2022 ,Orlando Magic,Toronto Raptors,5.91,1.15
02 Apr 2022 ,Washington Wizards,Dallas Mavericks,3.61,1.31
01 Apr 2022 ,Utah Jazz,Los Angeles Lakers,1.09,8.11
01 Apr 2022 ,Chicago Bulls,Los Angeles Clippers,1.72,2.17
01 Apr 2022 ,Atlanta Hawks,Cleveland Cavaliers,1.40,3.08
01 Apr 2022 ,Brooklyn Nets,Milwaukee Bucks,1.78,2.10
01 Apr 2022 ,Detroit Pistons,Philadelphia 76ers,4.77,1.20
31 Mar 2022 ,Golden State Warriors,Phoenix Suns,2.67,1.51
31 Mar 2022 ,Portland Trail Blazers,New Orleans Pelicans,9.20,1.08
31 Mar 2022 ,San Antonio Spurs,Memphis Grizzlies,2.72,1.49
31 Mar 2022 ,Houston Rockets,Sacramento Kings,2.27,1.67
31 Mar 2022 ,Oklahoma City Thunder,Atlanta Hawks,7.36,1.11
31 Mar 2022 ,Boston Celtics,Miami Heat,1.50,2.71
31 Mar 2022 ,New York Knicks,Charlotte Hornets,2.21,1.70
31 Mar 2022 ,Toronto Raptors,Minnesota Timberwolves,1.71,2.20
31 Mar 2022 ,Cleveland Cavaliers,Dallas Mavericks,2.09,1.79
31 Mar 2022 ,Indiana Pacers,Denver Nuggets,4.82,1.20
31 Mar 2022 ,Washington Wizards,Orlando Magic,1.60,2.43
30 Mar 2022 ,Los Angeles Clippers,Utah Jazz,2.15,1.74
30 Mar 2022 ,Brooklyn Nets,Detroit Pistons,1.09,8.18
30 Mar 2022 ,Dallas Mavericks,Los Angeles Lakers,1.14,6.30
30 Mar 2022 ,Philadelphia 76ers,Milwaukee Bucks,1.95,1.90
30 Mar 2022 ,Washington Wizards,Chicago Bulls,2.51,1.56
29 Mar 2022 ,Portland Trail Blazers,Oklahoma City Thunder,1.86,1.99
29 Mar 2022 ,Houston Rockets,San Antonio Spurs,4.47,1.23
29 Mar 2022 ,Memphis Grizzlies,Golden State Warriors,1.21,4.82
29 Mar 2022 ,Miami Heat,Sacramento Kings,1.09,8.41
29 Mar 2022 ,New York Knicks,Chicago Bulls,2.40,1.61
29 Mar 2022 ,Toronto Raptors,Boston Celtics,1.27,3.89
29 Mar 2022 ,Charlotte Hornets,Denver Nuggets,2.33,1.65
29 Mar 2022 ,Cleveland Cavaliers,Orlando Magic,1.26,4.03
29 Mar 2022 ,Indiana Pacers,Atlanta Hawks,3.69,1.30
28 Mar 2022 ,Brooklyn Nets,Charlotte Hornets,1.37,3.25
28 Mar 2022 ,Dallas Mavericks,Utah Jazz,1.74,2.18
28 Mar 2022 ,New Orleans Pelicans,Los Angeles Lakers,1.66,2.31
28 Mar 2022 ,Boston Celtics,Minnesota Timberwolves,1.44,3.06
28 Mar 2022 ,Phoenix Suns,Philadelphia 76ers,1.53,2.73
28 Mar 2022 ,Washington Wizards,Golden State Warriors,3.34,1.36
28 Mar 2022 ,Detroit Pistons,New York Knicks,2.62,1.54
27 Mar 2022 ,Portland Trail Blazers,Houston Rockets,2.52,1.56
27 Mar 2022 ,Denver Nuggets,Oklahoma City Thunder,1.05,12.21
27 Mar 2022 ,Cleveland Cavaliers,Chicago Bulls,1.79,2.09
27 Mar 2022 ,Memphis Grizzlies,Milwaukee Bucks,1.91,1.94
27 Mar 2022 ,Miami Heat,Brooklyn Nets,2.19,1.72
27 Mar 2022 ,Toronto Raptors,Indiana Pacers,1.14,6.16
27 Mar 2022 ,Orlando Magic,Sacramento Kings,1.73,2.17
27 Mar 2022 ,New Orleans Pelicans,San Antonio Spurs,1.41,3.01
26 Mar 2022 ,Los Angeles Clippers,Philadelphia 76ers,2.81,1.46
26 Mar 2022 ,Portland Trail Blazers,Houston Rockets,2.56,1.54
26 Mar 2022 ,Miami Heat,New York Knicks,1.22,4.55
26 Mar 2022 ,Minnesota Timberwolves,Dallas Mavericks,1.58,2.47
26 Mar 2022 ,Atlanta Hawks,Golden State Warriors,1.76,2.13
26 Mar 2022 ,Charlotte Hornets,Utah Jazz,2.44,1.59
26 Mar 2022 ,Detroit Pistons,Washington Wizards,1.58,2.48
25 Mar 2022 ,Denver Nuggets,Phoenix Suns,1.86,1.99
25 Mar 2022 ,Memphis Grizzlies,Indiana Pacers,1.15,5.82
25 Mar 2022 ,Milwaukee Bucks,Washington Wizards,1.26,4.11
25 Mar 2022 ,New Orleans Pelicans,Chicago Bulls,1.66,2.30
25 Mar 2022 ,Toronto Raptors,Cleveland Cavaliers,1.47,2.78
24 Mar 2022 ,Los Angeles Lakers,Philadelphia 76ers,4.53,1.22
24 Mar 2022 ,Portland Trail Blazers,San Antonio Spurs,4.50,1.22
24 Mar 2022 ,Dallas Mavericks,Houston Rockets,1.19,4.96
24 Mar 2022 ,Minnesota Timberwolves,Phoenix Suns,1.81,2.06
24 Mar 2022 ,Oklahoma City Thunder,Orlando Magic,2.11,1.77
24 Mar 2022 ,Boston Celtics,Utah Jazz,1.53,2.60
24 Mar 2022 ,Memphis Grizzlies,Brooklyn Nets,1.92,1.93
24 Mar 2022 ,Miami Heat,Golden State Warriors,1.21,4.77
24 Mar 2022 ,Charlotte Hornets,New York Knicks,1.28,3.85
24 Mar 2022 ,Detroit Pistons,Atlanta Hawks,2.66,1.51
24 Mar 2022 ,Indiana Pacers,Sacramento Kings,1.42,2.96
23 Mar 2022 ,Denver Nuggets,Los Angeles Clippers,1.38,3.18
23 Mar 2022 ,Milwaukee Bucks,Chicago Bulls,1.39,3.16
23 Mar 2022 ,New York Knicks,Atlanta Hawks,2.39,1.61
23 Mar 2022 ,Orlando Magic,Golden State Warriors,3.54,1.32
22 Mar 2022 ,Dallas Mavericks,Minnesota Timberwolves,1.86,1.99
22 Mar 2022 ,Chicago Bulls,Toronto Raptors,1.60,2.41
22 Mar 2022 ,Houston Rockets,Washington Wizards,2.37,1.62
22 Mar 2022 ,Oklahoma City Thunder,Boston Celtics,7.43,1.11
22 Mar 2022 ,Brooklyn Nets,Utah Jazz,2.12,1.77
22 Mar 2022 ,Philadelphia 76ers,Miami Heat,3.74,1.30
22 Mar 2022 ,Charlotte Hornets,New Orleans Pelicans,1.46,2.82
22 Mar 2022 ,Cleveland Cavaliers,Los Angeles Lakers,1.52,2.63
22 Mar 2022 ,Detroit Pistons,Portland Trail Blazers,1.23,4.45
21 Mar 2022 ,Golden State Warriors,San Antonio Spurs,1.39,3.13
21 Mar 2022 ,Philadelphia 76ers,Toronto Raptors,1.31,3.63
21 Mar 2022 ,Denver Nuggets,Boston Celtics,2.25,1.69
21 Mar 2022 ,New York Knicks,Utah Jazz,2.36,1.63
21 Mar 2022 ,Atlanta Hawks,New Orleans Pelicans,1.49,2.72
21 Mar 2022 ,Orlando Magic,Oklahoma City Thunder,1.29,3.80
21 Mar 2022 ,Sacramento Kings,Phoenix Suns,3.71,1.30
21 Mar 2022 ,Houston Rockets,Memphis Grizzlies,6.59,1.13
21 Mar 2022 ,Indiana Pacers,Portland Trail Blazers,1.34,3.43
20 Mar 2022 ,Cleveland Cavaliers,Detroit Pistons,1.42,2.95
20 Mar 2022 ,Washington Wizards,Los Angeles Lakers,2.09,1.79
20 Mar 2022 ,Charlotte Hornets,Dallas Mavericks,1.72,2.18
20 Mar 2022 ,Minnesota Timberwolves,Milwaukee Bucks,1.68,2.27
19 Mar 2022 ,Phoenix Suns,Chicago Bulls,1.53,2.62
19 Mar 2022 ,Sacramento Kings,Boston Celtics,5.09,1.19
19 Mar 2022 ,Utah Jazz,Los Angeles Clippers,1.46,2.80
19 Mar 2022 ,San Antonio Spurs,New Orleans Pelicans,1.83,2.02
19 Mar 2022 ,Houston Rockets,Indiana Pacers,2.49,1.57
19 Mar 2022 ,Miami Heat,Oklahoma City Thunder,1.08,9.17
19 Mar 2022 ,Atlanta Hawks,Memphis Grizzlies,3.17,1.38
19 Mar 2022 ,Brooklyn Nets,Portland Trail Blazers,1.07,9.21
19 Mar 2022 ,Cleveland Cavaliers,Denver Nuggets,2.21,1.70
19 Mar 2022 ,New York Knicks,Washington Wizards,1.41,3.03
19 Mar 2022 ,Toronto Raptors,Los Angeles Lakers,1.28,3.89
19 Mar 2022 ,Philadelphia 76ers,Dallas Mavericks,1.59,2.46
18 Mar 2022 ,Orlando Magic,Detroit Pistons,1.68,2.27
17 Mar 2022 ,Los Angeles Clippers,Toronto Raptors,2.15,1.74
17 Mar 2022 ,Golden State Warriors,Boston Celtics,1.81,2.05
17 Mar 2022 ,Sacramento Kings,Milwaukee Bucks,4.11,1.26
17 Mar 2022 ,Utah Jazz,Chicago Bulls,1.37,3.26
17 Mar 2022 ,San Antonio Spurs,Oklahoma City Thunder,1.14,6.08
17 Mar 2022 ,Houston Rockets,Phoenix Suns,4.87,1.20
17 Mar 2022 ,Minnesota Timberwolves,Los Angeles Lakers,1.27,4.00
17 Mar 2022 ,Brooklyn Nets,Dallas Mavericks,2.23,1.70
17 Mar 2022 ,New York Knicks,Portland Trail Blazers,1.12,6.74
17 Mar 2022 ,Charlotte Hornets,Atlanta Hawks,1.90,1.95
17 Mar 2022 ,Cleveland Cavaliers,Philadelphia 76ers,2.44,1.59
17 Mar 2022 ,Washington Wizards,Denver Nuggets,3.16,1.38
16 Mar 2022 ,New Orleans Pelicans,Phoenix Suns,2.58,1.53
16 Mar 2022 ,Miami Heat,Detroit Pistons,1.08,8.47
16 Mar 2022 ,Indiana Pacers,Memphis Grizzlies,3.08,1.40
16 Mar 2022 ,Orlando Magic,Brooklyn Nets,4.85,1.20
15 Mar 2022 ,Los Angeles Lakers,Toronto Raptors,2.60,1.53
15 Mar 2022 ,Golden State Warriors,Washington Wizards,1.14,6.15
15 Mar 2022 ,Sacramento Kings,Chicago Bulls,2.58,1.54
15 Mar 2022 ,Utah Jazz,Milwaukee Bucks,1.76,2.13
15 Mar 2022 ,San Antonio Spurs,Minnesota Timberwolves,2.38,1.61
15 Mar 2022 ,Oklahoma City Thunder,Charlotte Hornets,5.72,1.16
15 Mar 2022 ,Atlanta Hawks,Portland Trail Blazers,1.09,8.14
15 Mar 2022 ,Philadelphia 76ers,Denver Nuggets,1.62,2.38
15 Mar 2022 ,Cleveland Cavaliers,Los Angeles Clippers,1.34,3.39
14 Mar 2022 ,Phoenix Suns,Los Angeles Lakers,1.33,3.48
14 Mar 2022 ,Atlanta Hawks,Indiana Pacers,1.13,6.59
14 Mar 2022 ,New Orleans Pelicans,Houston Rockets,1.38,3.18
14 Mar 2022 ,Oklahoma City Thunder,Memphis Grizzlies,8.70,1.08
14 Mar 2022 ,Orlando Magic,Philadelphia 76ers,5.73,1.16
14 Mar 2022 ,Boston Celtics,Dallas Mavericks,1.37,3.25
14 Mar 2022 ,Detroit Pistons,Los Angeles Clippers,2.57,1.54
14 Mar 2022 ,Brooklyn Nets,New York Knicks,1.45,2.86
13 Mar 2022 ,Portland Trail Blazers,Washington Wizards,3.14,1.38
13 Mar 2022 ,Denver Nuggets,Toronto Raptors,1.36,3.29
13 Mar 2022 ,Utah Jazz,Sacramento Kings,1.23,4.37
13 Mar 2022 ,Golden State Warriors,Milwaukee Bucks,2.16,1.74
13 Mar 2022 ,Chicago Bulls,Cleveland Cavaliers,1.51,2.67
13 Mar 2022 ,Miami Heat,Minnesota Timberwolves,1.62,2.37
13 Mar 2022 ,San Antonio Spurs,Indiana Pacers,1.81,2.05
12 Mar 2022 ,Los Angeles Lakers,Washington Wizards,1.54,2.58
12 Mar 2022 ,Phoenix Suns,Toronto Raptors,1.50,2.67
12 Mar 2022 ,San Antonio Spurs,Utah Jazz,2.84,1.45
12 Mar 2022 ,Houston Rockets,Dallas Mavericks,5.33,1.17
12 Mar 2022 ,Memphis Grizzlies,New York Knicks,1.24,4.31
12 Mar 2022 ,Miami Heat,Cleveland Cavaliers,1.29,3.82
12 Mar 2022 ,New Orleans Pelicans,Charlotte Hornets,2.34,1.63
12 Mar 2022 ,Atlanta Hawks,Los Angeles Clippers,1.33,3.44
12 Mar 2022 ,Boston Celtics,Detroit Pistons,1.09,8.37
12 Mar 2022 ,Orlando Magic,Minnesota Timberwolves,4.01,1.27
11 Mar 2022 ,Denver Nuggets,Golden State Warriors,2.03,1.83
11 Mar 2022 ,Philadelphia 76ers,Brooklyn Nets,1.59,2.47
10 Mar 2022 ,Los Angeles Clippers,Washington Wizards,1.61,2.40
10 Mar 2022 ,Sacramento Kings,Denver Nuggets,3.15,1.38
10 Mar 2022 ,Utah Jazz,Portland Trail Blazers,1.03,15.78
10 Mar 2022 ,Dallas Mavericks,New York Knicks,1.25,4.16
10 Mar 2022 ,San Antonio Spurs,Toronto Raptors,1.98,1.87
10 Mar 2022 ,Houston Rockets,Los Angeles Lakers,3.50,1.32
10 Mar 2022 ,Milwaukee Bucks,Atlanta Hawks,1.52,2.63
10 Mar 2022 ,Minnesota Timberwolves,Oklahoma City Thunder,1.07,9.63
10 Mar 2022 ,New Orleans Pelicans,Orlando Magic,1.27,3.97
10 Mar 2022 ,Miami Heat,Phoenix Suns,1.57,2.47
10 Mar 2022 ,Charlotte Hornets,Boston Celtics,3.26,1.36
10 Mar 2022 ,Detroit Pistons,Chicago Bulls,3.17,1.38
09 Mar 2022 ,Golden State Warriors,Los Angeles Clippers,1.42,2.97
09 Mar 2022 ,Oklahoma City Thunder,Milwaukee Bucks,7.61,1.10
